Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Hepatitis B virus IIIb,10407.51891,AY167097,fig|10407.51891.CDS.2,,,PATRIC.10407.51891.AY167097.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAO41318.1,400,,preS1/preS2 surface protein,
Hepatitis B virus IVa,10407.51894,AY167098,fig|10407.51894.CDS.2,,,PATRIC.10407.51894.AY167098.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAO41321.1,400,,preS1/preS2 surface protein,
Hepatitis B virus IVb,10407.51901,AY167099,fig|10407.51901.CDS.2,,,PATRIC.10407.51901.AY167099.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAO41324.1,400,,preS1/preS2 surface protein,
Hepatitis B virus Va,10407.51908,AY167100,fig|10407.51908.CDS.2,,,PATRIC.10407.51908.AY167100.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAO41327.1,400,,preS1/preS2 surface protein,
Hepatitis B virus Vb,10407.51909,AY167101,fig|10407.51909.CDS.2,,,PATRIC.10407.51909.AY167101.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAO41330.1,400,,preS1/preS2 surface protein,
Hepatitis B virus Vc,10407.5192,AY167102,fig|10407.51920.CDS.2,,,PATRIC.10407.51920.AY167102.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAO41333.1,400,,preS1/preS2 surface protein,
Hepatitis B virus P1008,10407.52541,AY221115,fig|10407.52541.CDS.1,,,PATRIC.10407.52541.AY221115.CDS.6.1208.fwd,PATRIC,CDS,6,1208,1203,+,,,,AAO65967.1,400,S,preS1/preS2/S protein,
Hepatitis B virus Ia-1,10407.58356,AY596102,fig|10407.58356.CDS.2,,,PATRIC.10407.58356.AY596102.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01921.1,400,,preS1/preS2 surface,
Hepatitis B virus Ia-2,10407.58367,AY596103,fig|10407.58367.CDS.2,,,PATRIC.10407.58367.AY596103.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01926.1,400,,preS1/preS2 surface,
Hepatitis B virus Ia-4,10407.58378,AY596104,fig|10407.58378.CDS.2,,,PATRIC.10407.58378.AY596104.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01930.1,400,,preS1/preS2 surface,
Hepatitis B virus Ia-5,10407.58379,AY596105,fig|10407.58379.CDS.2,,,PATRIC.10407.58379.AY596105.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01934.1,400,,preS1/preS2 surface,
Hepatitis B virus Ia-6,10407.58385,AY596106,fig|10407.58385.CDS.2,,,PATRIC.10407.58385.AY596106.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01937.1,400,,preS1/preS2 surface,
Hepatitis B virus Ib-1,10407.58392,AY596107,fig|10407.58392.CDS.2,,,PATRIC.10407.58392.AY596107.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01941.1,400,,preS1/preS2 surface,
Hepatitis B virus Ib-2,10407.58398,AY596108,fig|10407.58398.CDS.2,,,PATRIC.10407.58398.AY596108.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01945.1,400,,preS1/preS2 surface,
Hepatitis B virus II-2,10407.58401,AY596110,fig|10407.58401.CDS.2,,,PATRIC.10407.58401.AY596110.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01953.1,400,,preS1/preS2 surface,
Hepatitis B virus II-1,10407.58405,AY596109,fig|10407.58405.CDS.2,,,PATRIC.10407.58405.AY596109.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01950.1,400,,preS1/preS2 surface,
Hepatitis B virus Ia-7,10407.58421,AY596112,fig|10407.58421.CDS.2,,,PATRIC.10407.58421.AY596112.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAU01962.1,400,,preS1/preS2 surface,
Hepatitis B virus CHN-L45,10407.6114,AY817510,fig|10407.61140.CDS.2,,,PATRIC.10407.61140.AY817510.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAX40423.1,400,S,preS1/preS2/S protein,
Hepatitis B virus CHN-L49,10407.6115,AY817511,fig|10407.61150.CDS.2,,,PATRIC.10407.61150.AY817511.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAX40427.1,400,S,preS1/preS2/S protein,
Hepatitis B virus CHN-L53,10407.61154,AY817512,fig|10407.61154.CDS.2,,,PATRIC.10407.61154.AY817512.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAX40431.1,400,S,preS1/preS2/S protein,
Hepatitis B virus CHN-L66,10407.61163,AY817513,fig|10407.61163.CDS.2,,,PATRIC.10407.61163.AY817513.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAX40435.1,400,S,preS1/preS2/S protein,
Hepatitis B virus CHN-L79,10407.61168,AY817514,fig|10407.61168.CDS.2,,,PATRIC.10407.61168.AY817514.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAX40438.1,400,S,preS1/preS2/S protein,
Hepatitis B virus CHN-L80,10407.61178,AY817515,fig|10407.61178.CDS.2,,,PATRIC.10407.61178.AY817515.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AAX40442.1,400,S,preS1/preS2/S protein,
Hepatitis B virus MTB162,10407.64343,AY902775,fig|10407.64343.CDS.2,,,PATRIC.10407.64343.AY902775.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AAX07610.1,400,S,pre-S1 protein,
Hepatitis B virus AIDS1,10407.85178,JQ801470,fig|10407.85178.CDS.2,,,PATRIC.10407.85178.JQ801470.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1203,+,,,,AGA95520.1,400,S,Pre-S1/S2/S,
Hepatitis B virus geno5.4,10407.99342,KX827293,fig|10407.99342.CDS.2,,,PATRIC.10407.99342.KX827293.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AQR57091.1,400,S,preS1/preS2/S protein,
Hepatitis B virus geno6.2,10407.99345,KX827294,fig|10407.99345.CDS.2,,,PATRIC.10407.99345.KX827294.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AQR57095.1,400,S,preS1/preS2/S protein,
Hepatitis B virus geno6.3,10407.99354,KX827295,fig|10407.99354.CDS.2,,,PATRIC.10407.99354.KX827295.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AQR57099.1,400,S,preS1/preS2/S protein,
Hepatitis B virus geno6.5,10407.99358,KX827296,fig|10407.99358.CDS.2,,,PATRIC.10407.99358.KX827296.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AQR57103.1,400,S,preS1/preS2/S protein,
Hepatitis B virus geno9.1,10407.99362,KX827297,fig|10407.99362.CDS.2,,,PATRIC.10407.99362.KX827297.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AQR57107.1,400,S,preS1/preS2/S protein,
Hepatitis B virus geno9.4,10407.9937,KX827298,fig|10407.99370.CDS.2,,,PATRIC.10407.99370.KX827298.CDS.2854.835.fwd,PATRIC,CDS,2854,835,1203,+,,,,AQR57110.1,400,S,preS1/preS2/S protein,
Hepatitis B virus 8510-91,10407.10122,DQ060822,fig|10407.101224.CDS.2,,,PATRIC.10407.101224.DQ060822.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08420.1,399,,preS1/preS2/S,
Hepatitis B virus 8504-91,10407.10123,DQ060823,fig|10407.101229.CDS.2,,,PATRIC.10407.101229.DQ060823.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08424.1,399,,preS1/preS2/S,
Hepatitis B virus 0121-20,10407.10124,DQ060824,fig|10407.101236.CDS.2,,,PATRIC.10407.101236.DQ060824.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08428.1,399,,preS1/preS2/S,
Hepatitis B virus 0262-09,10407.10124,DQ060825,fig|10407.101243.CDS.2,,,PATRIC.10407.101243.DQ060825.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08432.1,399,,preS1/preS2/S,
Hepatitis B virus 0433-20,10407.10125,DQ060826,fig|10407.101245.CDS.2,,,PATRIC.10407.101245.DQ060826.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08436.1,399,,preS1/preS2/S,
Hepatitis B virus 0317-04,10407.10126,DQ060827,fig|10407.101256.CDS.2,,,PATRIC.10407.101256.DQ060827.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08440.1,399,,preS1/preS2/S,
Hepatitis B virus 0443-03,10407.10126,DQ060828,fig|10407.101260.CDS.2,,,PATRIC.10407.101260.DQ060828.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08444.1,399,,preS1/preS2/S,
Hepatitis B virus 0350-03,10407.10126,DQ060829,fig|10407.101263.CDS.2,,,PATRIC.10407.101263.DQ060829.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08448.1,399,,preS1/preS2/S,
Hepatitis B virus 235-01,10407.10127,DQ060830,fig|10407.101272.CDS.2,,,PATRIC.10407.101272.DQ060830.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,AAZ08452.1,399,,preS1/preS2/S,
Hepatitis B virus ylap-gtE,10407.12334,ON093163,fig|10407.123336.peg.2,,,PATRIC.10407.123336.ON093163.CDS.1.3212.fwd,PATRIC,CDS,1,3212,1200,+,,,,,399,,HBV preS1,
Hepatitis B virus strain 417-114/gE,10407.12421,MW999659,fig|10407.124205.peg.3,,,PATRIC.10407.124205.MW999659.CDS.933.2132.fwd,PATRIC,CDS,933,2132,1200,+,,,,,399,pre S1,pre S1 protein,
Hepatitis B virus strain 419-73/gE,10407.12421,MW999661,fig|10407.124208.peg.3,,,PATRIC.10407.124208.MW999661.CDS.933.2132.fwd,PATRIC,CDS,933,2132,1200,+,,,,,399,pre S1,pre S1 protein,
Hepatitis B virus strain 418-4/gE,10407.12421,MW999660,fig|10407.124209.peg.3,,,PATRIC.10407.124209.MW999660.CDS.933.2132.fwd,PATRIC,CDS,933,2132,1200,+,,,,,399,pre S1,pre S1 protein,
Hepatitis B virus strain 419-133/gE,10407.12422,MW999678,fig|10407.124223.peg.3,,,PATRIC.10407.124223.MW999678.CDS.933.2132.fwd,PATRIC,CDS,933,2132,1200,+,,,,,399,pre S1,pre S1 protein,
Hepatitis B virus,10407.23628,HE981174,fig|10407.23628.CDS.2,,,PATRIC.10407.23628.HE981174.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,CCK86657.1,399,PreS1,PreS1 protein,
Hepatitis B virus,10407.23634,HE981175,fig|10407.23634.CDS.2,,,PATRIC.10407.23634.HE981175.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,CCK86663.1,399,PreS1,PreS1 protein,
Hepatitis B virus,10407.23641,HE981176,fig|10407.23641.CDS.2,,,PATRIC.10407.23641.HE981176.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,CCK86669.1,399,PreS1,PreS1 protein,
Hepatitis B virus IG29227,10407.26386,AF160501,fig|10407.26386.CDS.2,,,PATRIC.10407.26386.AF160501.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,AAF34735.1,399,S,preS1/preS2/HBsAg protein,
Hepatitis B virus 235/01,10407.3318,AF405706,fig|10407.33180.CDS.2,,,PATRIC.10407.33180.AF405706.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,AAL99438.1,399,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR008,10407.45033,AM494690,fig|10407.45033.CDS.1,,,PATRIC.10407.45033.AM494690.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58526.1,399,preS1,preS1 protein,
Hepatitis B virus CAR024,10407.45036,AM494691,fig|10407.45036.CDS.1,,,PATRIC.10407.45036.AM494691.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58993.1,399,preS1,preS1 protein,
Hepatitis B virus CAR026,10407.45044,AM494692,fig|10407.45044.CDS.1,,,PATRIC.10407.45044.AM494692.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58998.1,399,preS1,preS1 protein,
Hepatitis B virus CAR039,10407.45051,AM494693,fig|10407.45051.CDS.1,,,PATRIC.10407.45051.AM494693.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58531.1,399,preS1,preS1 protein,
Hepatitis B virus CAR047,10407.45055,AM494694,fig|10407.45055.CDS.1,,,PATRIC.10407.45055.AM494694.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM59003.1,399,preS1,preS1 protein,
Hepatitis B virus CAR053,10407.45065,AM494695,fig|10407.45065.CDS.1,,,PATRIC.10407.45065.AM494695.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58536.1,399,preS1,preS1 protein,
Hepatitis B virus CAR060,10407.45074,AM494696,fig|10407.45074.CDS.1,,,PATRIC.10407.45074.AM494696.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM59008.1,399,preS1,preS1 protein,
Hepatitis B virus CAR063,10407.45078,AM494697,fig|10407.45078.CDS.1,,,PATRIC.10407.45078.AM494697.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58541.1,399,preS1,preS1 protein,
Hepatitis B virus CAR082,10407.45088,AM494699,fig|10407.45088.CDS.1,,,PATRIC.10407.45088.AM494699.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58546.1,399,preS1,preS1 protein,
Hepatitis B virus CAR083,10407.45092,AM494700,fig|10407.45092.CDS.1,,,PATRIC.10407.45092.AM494700.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM59018.1,399,preS1,preS1 protein,
Hepatitis B virus CAR097,10407.45099,AM494701,fig|10407.45099.CDS.1,,,PATRIC.10407.45099.AM494701.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58551.1,399,preS1,preS1 protein,
Hepatitis B virus CAR106,10407.45107,AM494702,fig|10407.45107.CDS.1,,,PATRIC.10407.45107.AM494702.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58556.1,399,preS1,preS1 protein,
Hepatitis B virus CAR107,10407.45114,AM494703,fig|10407.45114.CDS.1,,,PATRIC.10407.45114.AM494703.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM59023.1,399,preS1,preS1 protein,
Hepatitis B virus CAR112,10407.45117,AM494704,fig|10407.45117.CDS.1,,,PATRIC.10407.45117.AM494704.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58561.1,399,preS1,preS1 protein,
Hepatitis B virus CAR115,10407.45124,AM494705,fig|10407.45124.CDS.1,,,PATRIC.10407.45124.AM494705.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58566.1,399,preS1,preS1 protein,
Hepatitis B virus CAR131,10407.45128,AM494706,fig|10407.45128.CDS.1,,,PATRIC.10407.45128.AM494706.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58571.1,399,preS1,preS1 protein,
Hepatitis B virus CAR137,10407.45129,AM494707,fig|10407.45129.CDS.1,,,PATRIC.10407.45129.AM494707.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58576.1,399,preS1,preS1 protein,
Hepatitis B virus CAR138,10407.45141,AM494708,fig|10407.45141.CDS.1,,,PATRIC.10407.45141.AM494708.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58581.1,399,preS1,preS1 protein,
Hepatitis B virus CAR143,10407.45142,AM494709,fig|10407.45142.CDS.1,,,PATRIC.10407.45142.AM494709.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58586.1,399,preS1,preS1 protein,
Hepatitis B virus CAR144,10407.45152,AM494710,fig|10407.45152.CDS.1,,,PATRIC.10407.45152.AM494710.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58591.1,399,preS1,preS1 protein,
Hepatitis B virus CAR154,10407.45171,AM494713,fig|10407.45171.CDS.1,,,PATRIC.10407.45171.AM494713.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58601.1,399,preS1,preS1 protein,
Hepatitis B virus CAR165,10407.45179,AM494714,fig|10407.45179.CDS.1,,,PATRIC.10407.45179.AM494714.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM59033.1,399,preS1,preS1 protein,
Hepatitis B virus CAR171,10407.45189,AM494715,fig|10407.45189.CDS.1,,,PATRIC.10407.45189.AM494715.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58606.1,399,preS1,preS1 protein,
Hepatitis B virus CAR187,10407.45191,AM494717,fig|10407.45191.CDS.1,,,PATRIC.10407.45191.AM494717.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CAM58616.1,399,preS1,preS1 protein,
Hepatitis B virus,10407.51732,AY161148,fig|10407.51732.CDS.2,,,PATRIC.10407.51732.AY161148.CDS.2851.833.fwd,PATRIC,CDS,2851,833,1200,+,,,,AAO12577.1,399,,preS1,
Hepatitis B virus,10407.814,AB056513,fig|10407.814.CDS.2,,,PATRIC.10407.814.AB056513.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,BAB64320.1,399,S,preS1/preS2/HBsAg protein,
Hepatitis B virus,10407.856,AB056515,fig|10407.856.CDS.2,,,PATRIC.10407.856.AB056515.CDS.2884.835.fwd,PATRIC,CDS,2884,835,1200,+,,,,BAB64326.1,399,S,preS1/preS2/HBsAg protein,
Hepatitis B virus bne6,10407.87504,FN594748,fig|10407.87504.CDS.2,,,PATRIC.10407.87504.FN594748.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51427.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne8,10407.87505,FN594749,fig|10407.87505.CDS.2,,,PATRIC.10407.87505.FN594749.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51433.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne12,10407.87512,FN594750,fig|10407.87512.CDS.2,,,PATRIC.10407.87512.FN594750.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51439.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne52H,10407.87523,FN594751,fig|10407.87523.CDS.2,,,PATRIC.10407.87523.FN594751.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51445.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne134,10407.87526,FN594752,fig|10407.87526.CDS.2,,,PATRIC.10407.87526.FN594752.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51451.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne200,10407.87534,FN594754,fig|10407.87534.CDS.2,,,PATRIC.10407.87534.FN594754.CDS.2828.835.fwd,PATRIC,CDS,2828,835,1200,+,,,,CBH51463.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne241,10407.8754,FN594755,fig|10407.87540.CDS.2,,,PATRIC.10407.87540.FN594755.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51469.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne250,10407.87552,FN594756,fig|10407.87552.CDS.2,,,PATRIC.10407.87552.FN594756.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51475.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne341,10407.87561,FN594758,fig|10407.87561.CDS.2,,,PATRIC.10407.87561.FN594758.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51487.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne342,10407.87568,FN594759,fig|10407.87568.CDS.2,,,PATRIC.10407.87568.FN594759.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51493.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne362,10407.87572,FN594760,fig|10407.87572.CDS.2,,,PATRIC.10407.87572.FN594760.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51499.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne385,10407.87574,FN594761,fig|10407.87574.CDS.2,,,PATRIC.10407.87574.FN594761.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51505.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne439,10407.87585,FN594762,fig|10407.87585.CDS.2,,,PATRIC.10407.87585.FN594762.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51511.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne446,10407.8759,FN594763,fig|10407.87590.CDS.2,,,PATRIC.10407.87590.FN594763.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51517.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne9439,10407.87594,FN594764,fig|10407.87594.CDS.2,,,PATRIC.10407.87594.FN594764.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51523.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne9447,10407.87602,FN594765,fig|10407.87602.CDS.2,,,PATRIC.10407.87602.FN594765.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51529.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne127,10407.87615,FN594767,fig|10407.87615.CDS.2,,,PATRIC.10407.87615.FN594767.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51541.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne272,10407.8762,FN594768,fig|10407.87620.CDS.2,,,PATRIC.10407.87620.FN594768.CDS.2889.835.fwd,PATRIC,CDS,2889,835,1200,+,,,,CBH51547.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne281,10407.87626,FN594769,fig|10407.87626.CDS.2,,,PATRIC.10407.87626.FN594769.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51553.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne367,10407.87634,FN594770,fig|10407.87634.CDS.2,,,PATRIC.10407.87634.FN594770.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51559.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne442,10407.87639,FN594771,fig|10407.87639.CDS.2,,,PATRIC.10407.87639.FN594771.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51565.2,399,,preS1/preS2/S protein,
Hepatitis B virus bne9449,10407.87727,FN594766,fig|10407.87727.CDS.2,,,PATRIC.10407.87727.FN594766.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1200,+,,,,CBH51535.2,399,,preS1/preS2/S protein,
Hepatitis B virus CAR146,10407.45157,AM494711,fig|10407.45157.CDS.1,,,PATRIC.10407.45157.AM494711.CDS.2845.832.fwd,PATRIC,CDS,2845,832,1197,+,,,,CAM58596.1,398,preS1,preS1 protein,
Hepatitis B virus CAR150,10407.45166,AM494712,fig|10407.45166.CDS.1,,,PATRIC.10407.45166.AM494712.CDS.2845.832.fwd,PATRIC,CDS,2845,832,1197,+,,,,CAM59028.1,398,preS1,preS1 protein,
Hepatitis B virus 34408,10407.39364,AJ627228,fig|10407.39364.CDS.2,,,PATRIC.10407.39364.AJ627228.CDS.2842.823.fwd,PATRIC,CDS,2842,823,1191,+,,,,CAF28873.2,396,S,preS1/preS2/S surface protein,
Hepatitis B virus,10407.818,AB056514,fig|10407.818.CDS.2,,,PATRIC.10407.818.AB056514.CDS.2875.826.fwd,PATRIC,CDS,2875,826,1191,+,,,,BAB64323.1,396,S,preS1/preS2/HBsAg protein,
Hepatitis B virus,10407.23613,HE981171,fig|10407.23613.CDS.2,,,PATRIC.10407.23613.HE981171.CDS.2872.823.fwd,PATRIC,CDS,2872,823,1188,+,,,,CCK86639.1,395,PreS1,PreS1 protein,
Hepatitis B virus,10407.23618,HE981172,fig|10407.23618.CDS.2,,,PATRIC.10407.23618.HE981172.CDS.2872.823.fwd,PATRIC,CDS,2872,823,1188,+,,,,CCK86645.1,395,PreS1,PreS1 protein,
Hepatitis B virus,10407.23622,HE981173,fig|10407.23622.CDS.2,,,PATRIC.10407.23622.HE981173.CDS.2870.823.fwd,PATRIC,CDS,2870,823,1188,+,,,,CCK86651.1,395,PreS1,PreS1 protein,
Hepatitis B virus CAR006,10407.45028,AM494689,fig|10407.45028.CDS.1,,,PATRIC.10407.45028.AM494689.CDS.2836.823.fwd,PATRIC,CDS,2836,823,1188,+,,,,CAM58521.1,395,preS1,preS1 protein,
Hepatitis B virus bne305,10407.87556,FN594757,fig|10407.87556.CDS.2,,,PATRIC.10407.87556.FN594757.CDS.2833.820.fwd,PATRIC,CDS,2833,820,1185,+,,,,CBH51481.2,394,,preS1/preS2/S protein,
Hepatitis B virus CAR066,10407.45086,AM494698,fig|10407.45086.CDS.1,,,PATRIC.10407.45086.AM494698.CDS.2827.814.fwd,PATRIC,CDS,2827,814,1179,+,,,,CAM59013.1,392,preS1,preS1 protein,
Woolly monkey hepatitis B virus,68416.3,NC_028129,fig|68416.3.CDS.2,AR657_gp2,,PATRIC.68416.3.NC_028129.CDS.2847.843.fwd,PATRIC,CDS,2847,843,1176,+,,,,YP_009175035.1,391,,preS1 surface protein,
Woolly monkey hepatitis B virus,68416.4,AF046996,fig|68416.4.CDS.2,,,PATRIC.68416.4.AF046996.CDS.2847.843.fwd,PATRIC,CDS,2847,843,1176,+,,,,AAC16905.1,391,,preS1 surface protein,
Woolly monkey hepatitis B virus,68416.9,AY226578,fig|68416.9.CDS.2,,,PATRIC.68416.9.AY226578.CDS.2847.843.fwd,PATRIC,CDS,2847,843,1176,+,,,,AAO74856.1,391,,preS1 surface protein,
Hepatitis B virus HK75,10407.10247,DQ089756,fig|10407.102469.CDS.2,,,PATRIC.10407.102469.DQ089756.CDS.2815.802.fwd,PATRIC,CDS,2815,802,1170,+,,,,AAZ05134.1,389,preS1/S2/S,preS1/S2/S,
Hepatitis B virus HK1512,10407.10249,DQ089759,fig|10407.102489.CDS.2,,,PATRIC.10407.102489.DQ089759.CDS.2848.802.fwd,PATRIC,CDS,2848,802,1170,+,,,,AAZ05146.1,389,preS1/S2/S,preS1/S2/S,
Hepatitis B virus WJT15,10407.11126,DQ377159,fig|10407.111256.CDS.2,,,PATRIC.10407.111256.DQ377159.CDS.2844.835.fwd,PATRIC,CDS,2844,835,1170,+,,,,ABD14673.1,389,s,PreS1/PreS2/surface protein,
Hepatitis B virus WJT14,10407.11126,DQ377161,fig|10407.111264.CDS.2,,,PATRIC.10407.111264.DQ377161.CDS.2863.835.fwd,PATRIC,CDS,2863,835,1170,+,,,,ABD14680.1,389,s,PreS1/PreS2/surface protein,
