Accession,Organism_Name,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
AGP05956.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1581,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05959.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1583,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05961.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1586,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05962.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1587,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05964.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1593,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05966.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1594,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05967.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1596,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05969.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1597,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05971.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1599,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05975.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1602,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05977.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1603,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05979.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1604,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05980.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1606,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05983.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1613,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP05996.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1622,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06001.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1627,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06002.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1628,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06008.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1632,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06010.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1633,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06011.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1634,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06014.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1636,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06017.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1638,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06018.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1639,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06020.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1640,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06021.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1642,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06025.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1646,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06027.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1648,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06032.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1651,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06033.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1652,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06038.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1655,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06042.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1659,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06046.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1664,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06047.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1666,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06048.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1667,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06052.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1670,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06054.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1672,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06055.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1673,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06056.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1677,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06058.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1678,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06061.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1680,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06062.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1681,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06064.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1682,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06065.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1683,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06067.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1684,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06072.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1688,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06077.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1690,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06079.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1692,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06081.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1693,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06184.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,181,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2001
AGP06204.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,184,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2001
AGP06226.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,187,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06253.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1916,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06262.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1927,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06266.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1929,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06268.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1930,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06278.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1943,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06294.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,1962,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06344.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,202,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06360.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,204,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06370.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2054,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06400.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,210,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06415.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,213,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06488.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2230,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06492.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2241,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06494.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2243,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06498.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,225,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06500.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2250,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06503.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2255,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06504.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2258,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06508.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2260,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06511.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2263,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06513.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2265,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06515.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2266,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06516.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2267,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06518.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2272,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06524.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2279,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06525.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2280,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06529.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2282,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06531.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2286,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06533.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2287,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06535.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2290,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06537.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2292,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06538.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2295,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06543.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2301,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06544.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2302,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06545.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2304,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06549.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2308,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06552.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2314,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06553.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2315,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06555.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2316,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06565.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,234,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06569.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,235,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06572.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,236,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06581.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,237,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06587.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,238,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06619.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2412,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06627.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,242,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06629.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2420,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06631.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2421,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06632.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2424,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06633.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2426,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06640.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2431,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06644.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2433,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06646.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2435,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06652.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2442,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06654.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2443,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06656.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2445,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06661.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,245,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06665.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2453,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06683.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2472,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06689.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2480,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06692.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2483,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06694.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2487,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06696.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2488,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06700.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2490,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06702.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2491,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06716.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2510,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP06730.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2527,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP06733.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2531,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP06735.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2532,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP06744.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,254,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06759.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,258,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP06767.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2587,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP06769.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,259,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06786.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2617,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06791.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2620,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06795.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2625,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06797.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2629,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06809.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2640,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06810.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2644,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP06817.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,265,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06843.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,268,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06853.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,270,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06892.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,275,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06899.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,277,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06900.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2772,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06902.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2775,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06907.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2779,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06910.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2780,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06912.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2783,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06914.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2786,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06921.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2794,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06923.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2795,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06928.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,280,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06930.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2800,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06934.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2802,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06935.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2803,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06937.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2805,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06939.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2807,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06943.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2809,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06947.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2812,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06948.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2816,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06950.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2822,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06951.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2826,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06953.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2827,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06957.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2830,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06959.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2836,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06961.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2837,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06963.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2838,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06965.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2839,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06967.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,284,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP06970.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2845,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06971.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2846,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP06973.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2848,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07016.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,292,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07056.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2966,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07060.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2970,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07062.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2973,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07066.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2977,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07071.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2980,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07072.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2981,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07077.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2989,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07083.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2993,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07085.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2994,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07087.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2995,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07088.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,2997,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
